Actual,Predicted,Probability_Destroyed
1,0,0.49
1,0,0.49
0,0,0.49
1,0,0.49
1,0,0.49
1,0,0.49
1,0,0.49
1,1,0.5278571428571427
0,1,0.63
0,1,0.65
1,1,0.5308498168498168
1,1,0.7672026307026303
0,0,0.1904666050323945
0,0,0.1904666050323945
1,0,0.4633333333333334
0,0,0.1904666050323945
1,1,0.5747744360902256
1,1,0.716
1,1,0.716
1,1,0.716
1,1,0.5647744360902256
0,1,0.5743551726051725
0,1,0.5647744360902256
0,1,0.5647744360902256
1,1,0.64
1,1,0.6759999999999999
1,1,0.7087264402264399
0,0,0.1904666050323945
1,0,0.364
0,1,0.65
0,1,0.63
0,1,0.63
0,1,0.63
1,1,0.5308498168498168
1,0,0.43333333333333335
1,0,0.41333333333333333
0,0,0.4390851370851372
0,0,0.4390851370851372
0,1,0.8057777777777777
0,1,0.8057777777777777
0,0,0.41333333333333333
1,0,0.4390851370851372
0,1,0.7161664446664444
0,1,0.7161664446664444
0,0,0.4597142857142858
1,1,0.9
1,0,0.4292307692307692
1,1,0.9
1,1,0.9
1,0,0.42756410256410254
1,1,0.7161664446664444
0,1,0.7161664446664444
1,1,0.6767500000000001
0,0,0.18781818181818175
0,0,0.21965151515151513
0,0,0.21965151515151513
0,1,0.564567599067599
0,1,0.585047619047619
1,1,0.85
0,0,0.23189039137975725
0,0,0.3163809523809524
1,0,0.43333333333333335
1,0,0.43333333333333335
1,0,0.43333333333333335
1,0,0.4033333333333334
0,0,0.4390851370851372
0,0,0.4390851370851372
1,0,0.4033333333333334
1,1,0.7161664446664444
1,1,0.7161664446664444
1,1,0.7161664446664444
0,1,0.683512765012765
0,1,0.7235
1,1,0.7161664446664444
1,0,0.41756410256410254
0,1,0.683512765012765
1,1,0.79
0,0,0.4597142857142858
0,0,0.28401545384440113
0,0,0.28401545384440113
0,0,0.28401545384440113
0,0,0.28401545384440113
1,1,0.79
1,0,0.3962307692307692
1,0,0.48
1,0,0.4597142857142858
0,0,0.23189039137975725
1,1,0.6055253518411413
1,1,0.6055253518411413
1,1,0.6055253518411413
1,0,0.23189039137975725
0,0,0.23189039137975725
1,0,0.38456410256410256
1,1,0.76
1,0,0.4390851370851372
0,0,0.3403809523809524
1,0,0.4390851370851372
1,1,0.7757777777777777
1,1,0.585
1,1,0.585047619047619
1,0,0.43333333333333335
1,0,0.43333333333333335
0,0,0.4052518037518038
0,0,0.4052518037518038
1,1,0.8277777777777777
1,1,0.8277777777777777
1,1,0.77
0,0,0.45471428571428574
0,0,0.45471428571428574
1,1,0.690095016095016
0,0,0.4155641025641026
1,0,0.4155641025641026
1,0,0.4155641025641026
1,1,0.8326666666666667
0,1,0.690095016095016
0,0,0.3765176767676768
0,1,0.690095016095016
0,0,0.3957142857142857
1,1,0.84
0,1,0.6675833333333334
1,0,0.3765176767676768
1,1,0.79
1,1,0.895
1,1,0.895
1,1,0.7787616827616826
1,1,0.895
1,1,0.895
1,1,0.9
1,1,0.775
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
0,0,0.44
0,1,0.775
0,0,0.2393195021352915
1,1,0.775
1,1,0.775
1,1,0.775
1,1,0.775
1,0,0.41666666666666663
1,0,0.41666666666666663
1,0,0.41666666666666663
1,0,0.41666666666666663
1,0,0.41666666666666663
1,0,0.41666666666666663
1,1,0.775
0,0,0.2393195021352915
0,0,0.2393195021352915
1,1,0.9
1,1,0.9
0,0,0.2393195021352915
1,0,0.41666666666666663
1,1,0.775
1,1,0.775
1,1,0.775
0,1,0.775
0,0,0.2393195021352915
1,1,0.89
1,1,0.6155253518411413
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.9
1,1,0.6155253518411413
0,0,0.2393195021352915
0,0,0.2393195021352915
1,1,0.6155253518411413
1,1,0.6155253518411413
1,1,0.6155253518411413
1,0,0.3765176767676768
1,1,0.89
1,1,0.75
1,1,0.84
1,1,0.84
1,1,0.6155253518411413
1,1,0.895
1,1,0.895
1,1,0.895
1,1,0.895
1,1,0.9
1,1,0.9
1,1,0.690095016095016
0,1,0.715
1,0,0.45
1,0,0.3919184704184705
1,1,0.5609343434343435
0,0,0.45
0,0,0.3919184704184705
1,0,0.3919184704184705
1,0,0.45
1,1,0.55
1,1,0.51
1,1,0.51
1,0,0.45
1,0,0.45
1,0,0.45
1,0,0.49779761904761904
1,0,0.418
1,1,0.6560200910200911
1,0,0.418
0,1,0.6833404373404374
1,1,0.6833404373404374
1,0,0.418
0,1,0.6833404373404374
0,0,0.418
1,1,0.6833404373404374
1,0,0.418
1,0,0.418
1,1,0.6833404373404374
1,0,0.418
1,0,0.418
1,0,0.418
0,0,0.418
0,0,0.418
0,1,0.7476666666666667
0,1,0.6833404373404374
1,1,0.6560200910200911
1,0,0.4685128205128204
0,0,0.4685128205128204
0,0,0.345
1,0,0.3857142857142857
0,0,0.33004761904761915
0,0,0.2844015151515151
0,1,0.5333333333333333
1,0,0.39
1,0,0.27081818181818185
1,0,0.24803478685057623
1,1,0.54
1,0,0.42
1,0,0.24
1,1,0.54
1,0,0.34031073312652255
0,0,0.34031073312652255
0,0,0.24803478685057623
1,1,0.54
1,1,0.54
1,1,0.54
1,0,0.424
1,0,0.424
1,0,0.424
0,0,0.24803478685057623
1,1,0.6081077694235588
1,1,0.54
1,1,0.54
1,1,0.531
0,1,0.5054146964146964
0,1,0.509
0,0,0.3428549783549784
1,1,0.81
0,1,0.7155558053058053
0,1,0.551595238095238
0,1,0.7155558053058053
1,1,0.65634126984127
1,1,0.8105000000000001
1,1,0.7155558053058053
1,1,0.8205000000000001
1,1,0.8205000000000001
1,1,0.8205000000000001
0,1,0.8305000000000001
1,1,0.5034532967032967
1,1,0.5034532967032967
1,1,0.6978809523809524
1,0,0.3739256854256854
0,1,0.68
0,0,0.20166666666666663
0,0,0.3011355311355312
1,0,0.3011355311355312
0,1,0.6218809523809523
1,1,0.64
0,0,0.465547619047619
0,0,0.2560650898808792
0,0,0.3428549783549784
0,1,0.8005000000000001
1,1,0.8205000000000001
1,1,0.88
1,1,0.79
1,0,0.392
0,1,0.8031986624486622
0,1,0.8031986624486622
0,1,0.8031986624486622
0,1,0.8031986624486622
1,1,0.88
1,1,0.88
1,1,0.6843415195915195
0,1,0.68
0,1,0.68
1,1,0.6497777777777779
1,1,0.6497777777777779
1,0,0.31915656565656564
1,0,0.42
1,0,0.47
0,0,0.42
1,1,0.6497777777777779
0,0,0.41
0,1,0.7377777777777778
1,0,0.31915656565656564
1,1,0.5733333333333333
1,1,0.63
0,1,0.6414010434010433
0,1,0.6535677100677099
0,1,0.6535677100677099
1,1,0.5012619047619046
0,1,0.5012619047619046
1,1,0.6535677100677099
1,1,0.76
0,1,0.6535677100677099
0,1,0.6535677100677099
1,1,0.5457867965367965
0,1,0.5012619047619046
0,1,0.6535677100677099
1,1,0.6301666666666667
1,1,0.58
1,1,0.5357142857142856
0,1,0.5942142857142857
1,0,0.355
0,1,0.6275
1,1,0.6275
0,0,0.29230219780219785
1,1,0.5513333333333333
0,0,0.4252272727272727
1,1,0.556547619047619
0,0,0.23958889940468883
1,1,0.685
1,0,0.23958889940468883
1,0,0.36234103615682556
1,1,0.65
1,1,0.65
1,1,0.685
0,0,0.35234103615682555
1,0,0.45
1,1,0.685
0,0,0.23958889940468883
1,0,0.23958889940468883
1,0,0.23958889940468883
1,1,0.51
1,1,0.67
1,1,0.5566205899363794
0,0,0.35234103615682555
0,0,0.35234103615682555
1,0,0.3073470418470418
1,0,0.4
0,0,0.3073470418470418
1,0,0.35033333333333333
1,0,0.36
1,0,0.38
1,0,0.39
0,1,0.7087264402264399
1,1,0.7142222222222222
0,1,0.7087264402264399
1,1,0.7087264402264399
1,0,0.21225457875457873
1,0,0.364
1,0,0.364
0,1,0.7087264402264399
0,0,0.37200000000000005
0,1,0.7087264402264399
0,1,0.7087264402264399
1,1,0.6498058053058052
1,0,0.354
1,0,0.354
0,1,0.7087264402264399
0,1,0.7142222222222222
0,1,0.7142222222222222
0,1,0.7087264402264399
1,1,0.7087264402264399
0,1,0.6
0,1,0.63
0,1,0.5278571428571427
1,1,0.6333333333333333
0,1,0.6868809523809525
0,1,0.65
0,1,0.6995476190476191
0,0,0.24569047619047613
0,0,0.3271904761904762
0,0,0.24569047619047613
1,1,0.75
0,1,0.6675
1,0,0.455
0,0,0.22502380952380943
0,0,0.22502380952380943
0,1,0.6475
0,0,0.3561904761904762
0,0,0.3561904761904762
0,1,0.55
0,1,0.5871904761904762
1,1,0.665
1,1,0.7
1,1,0.7
1,1,0.7
1,1,0.7
1,1,0.7
1,0,0.33307588464167404
0,0,0.323075884641674
0,0,0.1904666050323945
0,0,0.1904666050323945
0,0,0.4257142857142857
1,1,0.61
1,0,0.1904666050323945
0,0,0.1904666050323945
1,0,0.1904666050323945
1,0,0.1904666050323945
0,0,0.33307588464167404
1,1,0.5747634470792365
1,1,0.5747634470792365
0,0,0.33307588464167404
0,0,0.33307588464167404
0,0,0.33307588464167404
0,0,0.33307588464167404
0,0,0.323075884641674
0,0,0.323075884641674
0,1,0.65
0,1,0.5647744360902256
0,1,0.5647744360902256
0,0,0.41333333333333333
1,0,0.1904666050323945
1,1,0.5647744360902256
1,1,0.6622777777777779
1,0,0.4
1,1,0.5278571428571427
1,1,0.5474532967032968
1,1,0.7
0,1,0.5474532967032968
1,1,0.7761269841269841
1,1,0.5647744360902256
1,1,0.5647744360902256
0,0,0.33307588464167404
1,1,0.715
1,0,0.1904666050323945
0,1,0.7087264402264399
1,1,0.6864999999999999
1,1,0.6839999999999999
1,1,0.6839999999999999
1,1,0.6059343434343435
1,0,0.3998333333333333
0,0,0.4390851370851372
0,1,0.7161664446664444
0,1,0.7161664446664444
0,1,0.683512765012765
0,0,0.4597142857142858
1,1,0.6990000000000001
1,1,0.7161664446664444
1,1,0.8142307692307692
0,1,0.7161664446664444
0,0,0.4597142857142858
1,1,0.695
1,0,0.28998484848484846
0,0,0.18781818181818175
0,0,0.18781818181818175
1,1,0.585047619047619
1,1,0.6255253518411413
0,0,0.2568186813186813
1,1,0.5516666666666667
1,1,0.6255253518411413
1,1,0.6255253518411413
1,1,0.6255253518411413
1,1,0.6255253518411413
0,1,0.7161664446664444
0,1,0.7161664446664444
0,0,0.18781818181818175
1,0,0.43333333333333335
1,0,0.43
1,1,0.7957777777777777
1,1,0.7957777777777777
1,1,0.5959343434343435
0,0,0.4563333333333333
1,0,0.43
0,1,0.7161664446664444
